,...1,Name,Wins,WinPercentage,Pace,eFG,TOV,ORB,DRB,FTF,oppeFG,oppTOV,oppORB,oppDRB,oppFTF
207,18,lethbridge,1,0.05,1.983658171,0.345735786,0.29569825,0.255466053,0.604066986,0.18729097,0.473607038,0.224946291,0.395933014,0.744533947,0.221407625
208,19,toronto,8,0.421052632,2.109254709,0.38385377,0.229838919,0.355504587,0.623207301,0.193450114,0.432250396,0.251630097,0.376792699,0.644495413,0.220285261
209,20,saintmarys,19,0.95,1.816389372,0.415087187,0.177742802,0.347305389,0.74726776,0.236542835,0.373153779,0.237636038,0.25273224,0.652694611,0.191138141
210,21,waterloo,4,0.2,1.996525,0.351617995,0.226906386,0.222222222,0.605577689,0.179952644,0.45198556,0.207405909,0.394422311,0.777777778,0.188447653
211,22,dalhousie,6,0.3,1.758692458,0.401113014,0.232250436,0.291941876,0.668442077,0.20119863,0.428513072,0.215546924,0.331557923,0.708058124,0.210784314
212,23,stfx,4,0.2,1.866759517,0.375386997,0.218760274,0.29747676,0.695137976,0.218266254,0.433587786,0.215881015,0.304862024,0.70252324,0.250381679
213,24,winnipeg,8,0.4,1.857135716,0.378539493,0.201852452,0.334782609,0.645116919,0.178837556,0.484440706,0.271651642,0.354883081,0.665217391,0.206055509
214,25,thompsonrivers,15,0.75,2.005867665,0.414563807,0.253732079,0.369330454,0.721812434,0.173035328,0.350903614,0.225208223,0.278187566,0.630669546,0.189006024
215,26,regina,17,0.85,1.912419275,0.491699605,0.253872856,0.388814913,0.748083242,0.241106719,0.375759878,0.193399667,0.251916758,0.611185087,0.179331307
216,27,mountroyal,2,0.1,2.058598248,0.353475513,0.259652981,0.237515225,0.606914213,0.151658768,0.440702782,0.249872946,0.393085787,0.762484775,0.191068814
217,28,windsor,15,0.75,1.981802209,0.438314176,0.222650369,0.409459459,0.71969697,0.277394636,0.376779026,0.220654798,0.28030303,0.590540541,0.156554307
218,29,queens,14,0.736842105,1.939116719,0.399310873,0.213052712,0.384517766,0.740458015,0.165390505,0.379012346,0.235581596,0.259541985,0.615482234,0.145679012
219,30,brandon,7,0.35,1.920025,0.438845823,0.264121615,0.306559572,0.702702703,0.253229974,0.445397816,0.225897799,0.297297297,0.693440428,0.209828393
220,31,manitoba,1,0.05,1.954286428,0.375574273,0.245700246,0.287929125,0.610640871,0.142419602,0.445359281,0.217285718,0.389359129,0.712070875,0.259730539
221,32,guelph,11,0.578947368,1.985400688,0.377388535,0.20842767,0.343922652,0.717557252,0.233280255,0.3944495,0.266489007,0.282442748,0.656077348,0.246587807
222,33,algoma,1,0.05,2.061636695,0.333181404,0.307361104,0.220963173,0.606138107,0.179580675,0.417822469,0.194816404,0.393861893,0.779036827,0.192787795
223,34,laurentian,3,0.157894737,1.965452163,0.364135021,0.236357826,0.268125855,0.623688156,0.2092827,0.431307244,0.254454626,0.376311844,0.731874145,0.217318901
224,35,ubcokanagan,10,0.5,1.939404553,0.346123102,0.224541183,0.27554535,0.657608696,0.217426059,0.416526846,0.307090653,0.342391304,0.72445465,0.169463087
225,36,lakehead,7,0.368421053,1.934507227,0.413848631,0.249823494,0.358251058,0.674963397,0.130434783,0.428280359,0.216138329,0.325036603,0.641748942,0.194784026
226,37,ufv,13,0.65,1.881438921,0.460515378,0.244488978,0.309803922,0.708144796,0.207813799,0.383928571,0.219060941,0.291855204,0.690196078,0.169254658
227,38,memorial,4,0.2,1.989396531,0.404211396,0.268883214,0.277777778,0.653314917,0.221304707,0.444487881,0.251830377,0.346685083,0.722222222,0.235340109
228,39,mcmaster,15,0.789473684,1.964132706,0.444237918,0.206140467,0.377717391,0.668918919,0.166542751,0.377265239,0.28155858,0.331081081,0.622282609,0.131795717
229,40,bishops,0,0,1.855195424,0.354779412,0.331272839,0.258715596,0.626959248,0.18995098,0.440111421,0.19156759,0.373040752,0.741284404,0.150417827
230,41,laval,9,0.5625,1.895270905,0.404954499,0.245227996,0.345637584,0.727112676,0.195146613,0.38994709,0.262030323,0.272887324,0.654362416,0.175661376
231,42,nipissing,3,0.157894737,1.905118734,0.385373444,0.358520631,0.323688969,0.571834993,0.218879668,0.437402799,0.214783707,0.428165007,0.676311031,0.18118196
232,43,capebreton,13,0.65,1.967778323,0.428021555,0.224663622,0.309746328,0.726427623,0.2147806,0.401145038,0.227724516,0.273572377,0.690253672,0.16259542
233,44,uqam,9,0.5625,1.897439101,0.383397313,0.250587698,0.351822504,0.676975945,0.144913628,0.386363636,0.30785316,0.323024055,0.648177496,0.208425721
234,45,macewan,17,0.85,1.877590481,0.448175182,0.215178945,0.413919414,0.719235364,0.189051095,0.365196078,0.241883896,0.280764636,0.586080586,0.181372549
235,46,concordia,7,0.4375,1.897389116,0.395301328,0.222416986,0.24916388,0.662721893,0.182839632,0.418827508,0.300013297,0.337278107,0.75083612,0.22096956
236,47,york,3,0.157894737,2.025775142,0.376064736,0.260098731,0.306318681,0.603698811,0.207836457,0.422283902,0.22558599,0.396301189,0.693681319,0.256938937
